Datetime,J_mm,rain,PB_Q,PB_QC1,PB_QC2,PB_QC3,PET,ET
2015-02-21,20.828,1.0,0.775244399455,0.0,0.0,96.0,0.235133660348,0.173794763157
2015-02-22,7.112,1.0,0.796487810218,0.0,0.0,96.0,0.513643671501,0.379650366108
2015-02-23,0.0,1.0,0.817731220981,0.0,0.0,96.0,0.504537848839,0.372919963109
2015-02-24,0.0,0.0,0.838974631813,0.0,0.0,96.0,0.337631387906,0.249554091952
2015-02-25,0.0,0.0,0.860218042576,0.0,1.0,95.0,0.453591281735,0.335263735794
2015-02-26,0.0,0.0,0.799261761542,0.0,96.0,0.0,0.431513975724,0.318945697093
2015-02-27,0.254,1.0,0.731370027562,0.0,95.0,1.0,0.509321318259,0.376455577421
2015-02-28,0.0,1.0,0.751158203862,0.0,0.0,96.0,0.598180107142,0.442133933066
2015-03-01,9.906,1.0,0.863184308867,0.0,1.0,95.0,0.216346821015,0.159908812981
2015-03-02,2.032,1.0,0.898244460609,0.0,96.0,0.0,0.64696983789,0.478195974066
2015-03-03,0.0,1.0,0.761310702823,0.0,95.0,0.0,0.421961952145,0.311885492812
2015-03-04,18.542,1.0,0.959818104787,0.0,0.0,1.0,0.188938063832,0.139650129235
2015-03-05,21.082,1.0,3.86096629852,0.0,1.0,95.0,0.252410300294,0.186564476957
2015-03-06,2.286,1.0,4.0113575906,0.0,95.0,1.0,0.658131988876,0.486446274699
2015-03-07,0.762,1.0,1.54170818462,0.0,0.0,96.0,0.777457318901,0.57464341942
2015-03-08,0.254,1.0,1.08464646644,0.0,0.0,95.0,0.940079790618,0.694842857961
2015-03-09,0.254,1.0,1.15222838918,0.0,0.0,0.0,1.28666134828,0.951012304903
2015-03-10,11.938,1.0,2.01068032366,0.0,1.0,0.0,0.54839640091,0.405337213188
2015-03-11,1.778,1.0,3.83052060286,0.0,95.0,0.0,1.27884096405,0.945232010313
2015-03-12,0.0,1.0,1.91854625517,0.0,0.0,0.0,1.75518292426,1.2973114958
2015-03-13,0.254,1.0,1.53332362954,0.0,0.0,0.0,1.26975060012,0.93851303335
2015-03-14,20.828,1.0,2.61401067396,0.0,0.0,0.0,0.382248861306,0.282532284911
2015-03-15,0.508,1.0,1.69841904053,0.0,0.0,0.0,1.11768696933,0.826117969797
2015-03-16,0.762,1.0,1.48035551851,0.0,0.0,0.0,1.30166737785,0.962103738391
2015-03-17,0.508,1.0,1.29737477134,0.0,0.0,0.0,2.158811428,1.59564615409
2015-03-18,0.0,1.0,1.21620286094,0.0,0.0,0.0,1.74006227964,1.28613534668
2015-03-19,0.0,0.0,1.17699270083,0.0,0.0,0.0,1.58818042695,1.1738746411
2015-03-20,11.43,1.0,1.28980789833,0.0,0.0,0.0,0.490013550447,0.362184592447
2015-03-21,1.778,1.0,1.6124318473,0.0,0.0,0.0,1.09774288051,0.811376659741
2015-03-22,0.0,1.0,1.28155312778,0.0,0.0,0.0,1.75428326716,1.29664653064
2015-03-23,0.0,0.0,1.19419013947,0.0,0.0,0.0,1.86129831368,1.37574475348
2015-03-24,0.0,0.0,1.1886869591,0.0,0.0,0.0,1.05834212726,0.782254310483
2015-03-25,0.0,0.0,1.18043218855,0.0,0.0,0.0,0.754807888496,0.557902505392
2015-03-26,6.604,1.0,1.32557857071,0.0,0.0,0.0,1.22157911326,0.902907956065
2015-03-27,13.97,1.0,1.91235517726,0.0,0.0,0.0,1.19679696388,0.884590681643
2015-03-28,0.0,1.0,1.22308183639,0.0,0.0,0.0,1.21600744948,0.898789762243
2015-03-29,0.0,0.0,1.1886869591,0.0,0.0,0.0,2.13118383501,1.57522572183
2015-03-30,0.508,1.0,1.16254685236,0.0,0.0,0.0,3.057782985,2.26010460977
2015-03-31,0.254,1.0,1.19969331984,0.0,0.0,0.0,2.65235872625,1.96044265187
2015-04-01,0.254,1.0,1.17492900819,0.0,0.0,0.0,1.89473536312,1.40045913967
2015-04-02,0.508,1.0,1.18455957383,0.0,0.0,0.0,2.37124051121,1.75265924251
2015-04-03,1.016,1.0,1.11164243398,0.0,0.0,0.0,2.03565828439,1.50461975066
2015-04-04,0.254,1.0,1.12127299962,0.0,0.0,0.0,3.42109379891,2.52863918181
2015-04-05,0.254,1.0,1.09788448306,0.0,0.0,0.0,3.66079055442,2.70580667366
2015-04-06,0.762,1.0,0.976814515005,0.0,0.0,0.0,4.19574431023,3.10120800052
2015-04-07,0.254,1.0,0.940273648799,0.0,1.0,0.0,1.79776854945,1.32878788516
2015-04-08,0.254,1.0,1.06417750332,0.0,0.0,0.0,0.321731815182,0.237802212311
2015-04-09,2.286,1.0,1.02496734321,0.0,0.0,0.0,0.376199762083,0.278061203377
2015-04-10,2.286,1.0,1.02771893339,0.0,0.0,0.0,0.592903286006,0.438233666817
2015-04-11,0.762,1.0,0.924534301525,0.0,0.0,0.0,3.47603804873,2.56925022351
2015-04-12,0.508,1.0,0.932789072075,0.0,0.0,0.0,3.30839558923,2.44534035242
2015-04-13,0.0,1.0,0.9286616868,0.0,0.0,0.0,3.64445006768,2.69372890045
2015-04-14,3.81,1.0,1.11576981925,0.0,0.0,0.0,1.52251254548,1.12533742235
2015-04-15,0.254,1.0,0.976814515005,0.0,0.0,0.0,3.35723050268,2.48143578938
2015-04-16,0.254,1.0,0.827540747571,0.0,0.0,0.0,4.55287252682,3.36517281835
2015-04-17,5.08,1.0,1.02703103585,0.0,0.0,0.0,3.62275456826,2.67769306714
2015-04-18,0.0,0.0,0.839235005849,0.0,0.0,0.0,4.84221377674,3.57903413419
2015-04-19,2.794,1.0,0.873629883138,0.0,0.0,0.0,3.5313303858,2.61011854756
2015-04-20,29.718,1.0,2.76878762176,0.0,0.0,0.0,3.20032440192,2.36546150234
2015-04-21,0.254,1.0,1.03872529412,0.0,0.0,0.0,4.11382683829,3.04066019289
2015-04-22,1.524,1.0,1.0098335972,0.0,0.0,0.0,4.07033324227,3.00851269343
2015-04-23,0.0,1.0,1.03459790885,0.0,0.0,0.0,3.0699102866,2.2690682839
2015-04-24,0.0,0.0,0.967871846909,0.0,0.0,0.0,4.81031426476,3.55545619082
2015-04-25,0.0,0.0,0.931413276983,0.0,0.0,0.0,2.88700507461,2.13387722724
2015-04-26,0.0,0.0,0.878445165958,0.0,0.0,0.0,5.31996870976,3.9321579928
2015-04-27,0.0,0.0,0.879133063504,0.0,0.0,0.0,3.5988990661,2.66006070714
2015-04-28,0.0,0.0,0.875005678229,0.0,0.0,0.0,5.79866969614,4.28598110953
2015-04-29,0.0,0.0,0.829604440208,0.0,0.0,0.0,4.52434774243,3.34408924342
2015-04-30,0.0,0.0,0.78695479237,0.0,0.0,0.0,5.05437333945,3.73584801145
2015-05-01,0.0,0.0,0.789706382553,0.0,0.0,0.0,2.79839323225,2.06838139763
2015-05-02,0.0,0.0,0.705782881968,0.0,0.0,0.0,5.23664295833,3.87056928103
2015-05-03,0.0,0.0,0.689273340869,0.0,0.0,0.0,6.19617274296,4.57978824788
2015-05-04,0.0,0.0,0.61429250838,0.0,0.0,0.0,7.17044552773,5.2999042348
2015-05-05,0.0,0.0,0.611540918197,0.0,0.0,0.0,5.49894159609,4.06444254256
2015-05-06,0.0,0.0,0.626674664204,0.0,0.0,0.0,5.86730481786,4.33671150987
2015-05-07,0.0,0.0,0.648687385669,0.0,0.0,0.0,5.99895408668,4.43401766952
2015-05-08,0.0,0.0,0.591591889369,0.0,0.0,0.0,5.96545716274,4.40925902819
2015-05-09,0.0,0.0,0.569579167904,0.0,0.0,0.0,4.48778262618,3.31706280361
2015-05-10,0.0,0.0,0.57026706545,0.0,0.0,0.0,4.26619329704,3.15327908621
2015-05-11,0.0,0.0,0.590903991823,0.0,0.0,0.0,4.86124540744,3.59310101745
2015-05-12,0.0,0.0,0.574394450725,0.0,0.0,0.0,8.52475298858,6.30091593194
2015-05-13,0.0,0.0,0.537935880798,0.0,0.0,0.0,7.26211699876,5.36766153323
2015-05-14,0.0,0.0,0.566827577721,0.0,0.0,0.0,7.53839629433,5.57186834338
2015-05-15,0.0,0.0,0.564763885084,0.0,0.0,0.0,6.3596260517,4.70060178448
2015-05-16,3.556,1.0,0.598470864827,0.0,0.0,0.0,5.30809925059,3.9233848982
2015-05-17,1.27,1.0,0.677579082591,0.0,0.0,0.0,4.94011344592,3.65139489187
2015-05-18,51.562,1.0,2.72407428128,0.0,0.0,0.0,6.53392546998,4.82943202542
2015-05-19,4.318,1.0,1.71286488899,0.0,0.0,0.0,7.88593983422,5.82874882197
2015-05-20,0.0,0.0,0.860559829768,0.0,0.0,0.0,7.73086918997,5.71413117917
2015-05-21,1.016,1.0,0.866063010134,0.0,0.0,0.0,1.80786522564,1.3362506595
2015-05-22,0.0,1.0,0.817222284384,0.0,0.0,0.0,7.22135363822,5.33753203761
2015-05-23,0.0,0.0,0.774572636546,0.0,0.0,0.0,8.6640312412,6.40386091605
2015-05-24,0.0,0.0,0.749120427352,0.0,0.0,0.0,7.54039106607,5.57334274259
2015-05-25,0.0,0.0,0.70715867706,0.0,0.0,0.0,6.91443501845,5.11067872893
2015-05-26,0.0,0.0,0.689273340869,0.0,0.0,0.0,6.49823140155,4.80304940475
2015-05-27,0.0,0.0,0.652126873397,0.0,0.0,0.0,5.54270976836,4.09679299006
2015-05-28,0.0,0.0,0.630114151933,0.0,0.0,0.0,6.5755573802,4.86020349373
2015-05-29,0.0,0.0,0.612916713288,0.0,0.0,0.0,7.85852093351,5.80848264081
2015-05-30,0.0,0.0,0.611540918197,0.0,0.0,0.0,7.80877789401,5.77171597902
