Date,P_mm,Eta-cal_mm,Q_mm
11/13/14,0,2.178781308,1.097419685
11/14/14,0,1.999265054,0.466648876
11/15/14,0,1.172278603,0.365952941
11/16/14,1.15,0.847913629,0.302837335
11/17/14,0.13,0.631952853,0.294176871
11/18/14,0.97,0.700899299,0.290884351
11/19/14,0,0.772370737,0.329162905
11/20/14,0,0.647967628,0.260806228
11/21/14,0.11,0.396166248,0.237511597
11/22/14,0,0.210387748,0.184060759
11/23/14,0.8,0.303296595,0.184930086
11/24/14,1.61,0.520554226,0.160162785
11/25/14,7.85,1.046648405,0.318694696
11/26/14,4.62,1.07495684,0.454867471
11/27/14,1.75,1.65564626,0.461837313
11/28/14,0,1.391821351,0.239281611
11/29/14,0.22,0.813928424,0.179992712
11/30/14,0.46,0.805780541,0.168919606
12/1/14,1.43,0.684129472,0.169236058
12/2/14,0.13,0.780279021,0.158054269
12/3/14,0,0.807170105,0.145751193
12/4/14,1.19,0.47574288,0.13767284
12/5/14,10.49,0.917964113,0.615848697
12/6/14,18.74,2.86300632,2.1486598
12/7/14,36.06,2.787101729,2.069868856
12/8/14,31.68,2.777725964,1.207744458
12/9/14,31.77,2.094938109,0.547641062
12/10/14,31.72,2.543833692,0.413540496
12/11/14,21.37,2.625919931,0.395470657
12/12/14,0.36,1.529971498,0.392300222
12/13/14,0,1.761948941,0.306003317
12/14/14,0,1.695465706,0.232267372
12/15/14,0,1.203882711,0.184726136
12/16/14,0.63,0.67331619,0.165312806
12/17/14,0,0.314777509,0.177282581
12/18/14,0.08,0.38056572,0.16377759
12/19/14,0.72,0.373454156,0.154567085
12/20/14,1.49,0.520398687,0.158666855
12/21/14,2.35,0.968568321,0.147170268
12/22/14,0.65,0.742360015,0.177755373
12/23/14,0,0.814046325,0.127971186
12/24/14,1.09,0.441024428,0.118690609
12/25/14,1.15,0.485016426,0.127231047
12/26/14,1.89,0.650989555,0.137359924
12/27/14,4.03,0.616402405,0.202623912
12/28/14,4.95,0.928213965,0.451841744
12/29/14,4.03,1.500386829,0.54516431
12/30/14,4.21,1.755170942,0.970177683
12/31/14,0,0.976887474,0.59264423
1/1/15,1.13,1.601819271,0.333323349
1/2/15,0.11,0.749953017,0.27703165
1/3/15,0.74,0.831959109,0.227421096
1/4/15,1.39,0.571011645,0.232351022
1/5/15,0.78,0.51013856,0.269521201
1/6/15,0.02,0.771160765,0.220440186
1/7/15,0.35,0.706078893,0.181769978
1/8/15,0.02,0.717935821,0.162209146
1/9/15,6.58,0.450809957,0.504062991
1/10/15,2.81,0.832485958,0.689802087
1/11/15,0.65,0.839118387,0.508574963
1/12/15,0.26,1.218543975,0.364935206
1/13/15,1.13,1.011459514,0.342989857
1/14/15,0,1.657300971,0.264993716
1/15/15,0,0.982060443,0.21285043
1/16/15,0.19,0.765178946,0.180294157
1/17/15,1.81,0.759437461,0.181165897
1/18/15,7.44,0.815191727,0.88397483
1/19/15,0.63,1.251857511,0.721219156
1/20/15,13.43,1.776326565,4.971233032
1/21/15,17.23,1.972990436,10.03230678
1/22/15,10.4,1.477328121,15.02975075
1/23/15,0.68,1.748421428,3.647374
1/24/15,2.9,1.484655097,2.224315947
1/25/15,0.12,1.144984919,1.643886837
1/26/15,0.12,1.316639533,1.098542956
1/27/15,3.44,1.122623409,1.033768862
1/28/15,1.7,1.342109663,1.259924763
1/29/15,1.68,0.646801868,0.995669042
1/30/15,4.09,0.893670298,1.382557621
1/31/15,5.79,0.764281413,2.770866475
2/1/15,1.95,1.053901051,2.140947803
2/2/15,1.33,0.951233849,1.723323343
2/3/15,0.4,0.797710365,1.495241286
2/4/15,5.76,1.211746599,2.300732497
2/5/15,0.5,1.2,1.840844613
2/6/15,0.69,1.1,1.194391167
2/7/15,8.73,1,3.509624138
2/8/15,10.98,0.9,8.29605166
2/9/15,0.34,0.8,3.063839172
2/10/15,0,0.7,1.668382367
2/11/15,0.1,0.6,1.201741747
2/12/15,0.22,0.5,0.789303549
2/13/15,1.6,0.4,0.66156618
2/14/15,1.16,1.2,0.736261715
2/15/15,5.7,1.1,0.66151375
2/16/15,0.12,1,0.893854667
2/17/15,0,0.9,0.410906529
2/18/15,0.19,0.8,0.317633423
2/19/15,9.34,0.7,1.207104183
2/20/15,0,0.6,0.790706952
2/21/15,0,0.5,0.332786202
2/22/15,0,0.4,0.266989426
2/23/15,14.13,1.2,0.279672581
2/24/15,7.87,1.1,2.166986978
2/25/15,1.16,1,2.924790748
2/26/15,0,0.9,0.658409236
2/27/15,0,0.8,0.475035813
2/28/15,0,0.7,0.365308046
3/1/15,0.23,0.6,0.324331519
3/2/15,11.44,0.5,1.478733392
3/3/15,4.5,0.4,1.593170699
3/4/15,2.44,1.2,1.010095449
3/5/15,0,1.1,0.739564464
3/6/15,5.4,1,0.62835963
3/7/15,2.41,0.9,1.143423836
3/8/15,0.22,0.8,0.784670209
3/9/15,0.82,0.7,0.600878401
3/10/15,8.78,0.6,1.484356444
3/11/15,0.58,0.5,1.41832929
3/12/15,1.54,0.4,0.957631125
3/13/15,3.22,0.3,1.00885915
3/14/15,10.77,0.4,2.244933941
3/15/15,3.97,0.3,3.164745348
3/16/15,0.97,0.21546823,1.979883273
3/17/15,8.54,1.562263803,3.111706312
3/18/15,7.74,1.453595085,5.796358072
3/19/15,2.43,1.282965677,4.275252509
3/20/15,7.65,0.979576197,13.89124868
3/21/15,0.84,1.776519044,3.284506829
3/22/15,3.25,1.303354275,2.850554853
3/23/15,2.88,1.334001108,3.114218941
3/24/15,7.38,2.37476823,4.5668654
3/25/15,6.57,1.361126496,6.946730021
3/26/15,5.08,1.875090651,4.959937523
3/27/15,0.83,1.880278663,2.13928696
3/28/15,4.92,1.840019697,1.600933478
3/29/15,7.46,1.146441169,3.401342998
3/30/15,4.19,1.843581745,2.187631154
3/31/15,3.34,1.68321129,1.777088649
4/1/15,1.36,1.205905137,1.638940468
4/2/15,6.27,0.739718776,7.460163826
4/3/15,0.45,1.330698206,2.867263193
4/4/15,0.19,1.415487902,1.661218246
4/5/15,0.63,1.067452539,1.418385785
4/6/15,0.49,0.766000135,1.227868473
4/7/15,0.11,0.520282733,1.068111101
4/8/15,0,0.929889427,0.751530722
4/9/15,1.07,0.763854424,0.60206231
4/10/15,1.59,0.860800889,0.537543251
4/11/15,2.77,0.575779786,0.677082359
4/12/15,15.43,1.417168752,5.407837137
4/13/15,0.72,1.672390625,1.739889472
4/14/15,1.44,1.429050352,0.980652541
4/15/15,3.46,1.911586937,0.990330642
4/16/15,5.98,2.024075339,1.748573922
4/17/15,5.6,2.009911161,1.689501046
4/18/15,9.86,1.69706901,4.042018847
4/19/15,0.88,1.996795547,1.587232359
4/20/15,0.74,1.747051195,1.214972612
4/21/15,15.33,1.969436024,5.27227108
4/22/15,2.56,1.03489605,2.199019493
4/23/15,11.8,0.95552079,5.618023664
4/24/15,6.57,0.973339364,4.068690211
4/25/15,7.04,0.965440132,4.391728469
4/26/15,6.01,0.825870157,3.819727423
4/27/15,6.34,0.860519887,5.910314216
4/28/15,3.94,0.957951166,3.176914941
4/29/15,11.72,0.863869442,7.0042574
4/30/15,4.55,1.18145153,2.641284953
5/1/15,0.44,1.344431637,1.839334075
5/2/15,0.1,1.974700077,1.396505245
5/3/15,19.32,2.814931945,6.833634638
5/4/15,5.48,2.105771574,2.656262305
5/5/15,0.12,1.075046343,1.591230562
5/6/15,0,0.752481505,1.344055568
5/7/15,0,1.158284183,1.157345687
5/8/15,0.1,0.791239674,0.837068141
5/9/15,0.76,0.614443929,0.753941959
5/10/15,2.11,0.656009929,0.685023179
5/11/15,2.67,0.459780787,0.759550288
5/12/15,6.01,0.522817537,1.316622668
5/13/15,8.72,1.061589661,2.509561536
5/14/15,5.71,0.717264323,2.711264443
5/15/15,0.19,1.491374401,2.035657584
5/16/15,2.55,1.347092973,1.478332017
5/17/15,0.84,1.140271206,1.451994478
5/18/15,2.03,0.961230144,1.303632249
5/19/15,0.83,1.126756485,1.203489939
5/20/15,2.77,0.937300129,0.895322156
5/21/15,1.43,0.73792791,1.306930381
5/22/15,0,1.554883201,0.898993772
5/23/15,0.98,0.791602319,0.723837015
5/24/15,0,1.155501102,0.616238604
5/25/15,1.13,0.772767155,0.520526228
5/26/15,0.55,0.849162052,0.496135895
5/27/15,0,0.422503604,0.44212987
5/28/15,3.32,0.711677245,0.517350116
5/29/15,2.85,0.896415465,0.662465534
5/30/15,1.97,1.205049254,0.694063636
5/31/15,1.27,0.87429284,0.653634169
6/1/15,0,0.860660014,0.463176958
6/2/15,0,0.512460442,0.365212692
6/3/15,2.45,0.459950242,0.381667215
6/4/15,7.57,0.531244839,1.180252442
6/5/15,14.51,0.670463841,7.680057539
6/6/15,4.99,1.194078049,2.676843569
6/7/15,2.24,0.990135922,1.562638224
6/8/15,6.97,0.825129612,2.834869409
6/9/15,0,1.59773729,1.830647829
6/10/15,1.33,1.248865953,1.396993694
6/11/15,0.02,1.419511,1.156855639
6/12/15,3.64,0.616902675,1.038851344
6/13/15,5.75,0.950507524,1.938247343
6/14/15,7.76,2.39436228,2.62758777
6/15/15,0.02,1.997559022,1.693989594
6/16/15,1.17,0.820544845,1.118427211
6/17/15,1.76,0.680784173,1.051344314
6/18/15,0.51,0.833028431,0.806568555
6/19/15,6.19,0.64136372,1.100403028
6/20/15,9.95,0.747469654,3.921053796
6/21/15,0,0.603335813,1.857958524
6/22/15,0,0.930289424,1.322875262
6/23/15,0.55,0.593391509,1.062245532
6/24/15,2.37,0.417358691,1.144375292
6/25/15,8.78,0.567287135,3.148392508
6/26/15,1.44,0.485904151,1.662077976
6/27/15,0.02,0.982268255,1.359138489
6/28/15,1.22,0.594528148,1.182815933
6/29/15,0.14,0.820723531,1.008188608
6/30/15,0,1.723463639,0.726926238
7/1/15,0,1.177446695,0.570313702
7/2/15,0.1,0.857144217,0.465356965
7/3/15,0,0.926175821,0.390220739
7/4/15,8.3,0.72882821,0.609961875
7/5/15,14.9,1.014472314,9.91725141
7/6/15,1.62,1.672746073,1.905155308
7/7/15,2.02,1.644568495,1.349730114
7/8/15,6.91,1.375689286,2.089439275
7/9/15,0.1,1.181041967,1.685897015
7/10/15,2.28,0.695836769,1.382826738
7/11/15,1.79,0.513323483,1.273985081
7/12/15,19.73,0.786938224,9.496580175
7/13/15,0.1,2.798373576,3.009852109
7/14/15,0,2.23091276,1.276395728
7/15/15,1.47,1.044493477,1.01959781
7/16/15,1.19,0.586889503,1.174005294
7/17/15,0,0.874578543,0.730713173
7/18/15,6.43,0.508847003,1.001000633
7/19/15,0.54,1.522182048,1.48489131
7/20/15,0.76,1.749645964,0.69321193
7/21/15,3.83,0.975786151,0.585600726
7/22/15,11.02,0.663674507,4.056409438
7/23/15,8.04,0.905671642,5.979794742
7/24/15,0,1.70546444,1.575049232
7/25/15,0.1,1.705506823,1.200192481
7/26/15,0.92,0.518446056,1.032945791
7/27/15,5.28,0.513359556,1.109707914
7/28/15,3.84,0.796720905,2.403829045
7/29/15,2.16,0.636487569,1.387194944
7/30/15,7.13,0.583866989,4.414091581
7/31/15,2.98,0.594720143,4.301371998
8/1/15,0.62,1.022480864,1.512670811
8/2/15,0.36,1.092688848,1.183100103
8/3/15,0,1.360262879,0.977929163
8/4/15,0,0.808041529,0.796097097
8/5/15,0.49,0.792903441,0.720595209
8/6/15,0,1.160597853,0.668403833
8/7/15,0,1.106188267,0.592508679
8/8/15,0,0.494163878,0.543810272
8/9/15,4.63,0.917822455,0.549147922
8/10/15,0.1,1.18138742,0.67746105
8/11/15,0.39,0.576689271,0.60419288
8/12/15,3.52,1.227759034,0.535671643
8/13/15,0,0.977304451,0.530554595
8/14/15,6.24,0.574966489,0.632817905
8/15/15,0.82,0.379209746,1.250145
8/16/15,0.1,0.712976002,1.026709699
8/17/15,0,0.91989231,0.786998125
8/18/15,0,1.525403216,0.611646763
8/19/15,0.1,0.455158908,0.56032556
8/20/15,0.1,0.518458683,0.519872141
8/21/15,0,0.743008331,0.474406723
8/22/15,0,0.552918567,0.435331712
8/23/15,0,0.391596915,0.405112604
8/24/15,0.53,0.178923371,0.383066212
8/25/15,0.82,0.29681096,0.408612962
8/26/15,0,0.449133613,0.391095395
8/27/15,0,0.287588796,0.386707763
8/28/15,1.02,0.202016873,0.368008317
8/29/15,1.97,0.196386111,0.413356232
8/30/15,0.52,0.303267593,0.494985111
8/31/15,0.2,0.24393546,0.486816926
9/1/15,6.51,0.357153426,0.690999866
9/2/15,0.8,0.577396251,1.229087956
9/3/15,0,1.368972684,0.989747322
9/4/15,0.2,0.981058687,0.758765475
9/5/15,1.36,0.645727171,0.654317013
9/6/15,3.01,0.538076264,0.661836406
9/7/15,2.07,0.850401167,0.833800296
9/8/15,0,1.131049229,0.697120548
9/9/15,0,1.743172927,0.380143011
9/10/15,0,1.180824126,0.281761916
9/11/15,0,0.593252002,0.230421151
9/12/15,0,0.578471981,0.196275177
9/13/15,0,0.439268567,0.157918098
9/14/15,0,0.253801009,0.135953054
9/15/15,0,0.168160349,0.117239635
9/16/15,0,0.061714693,0.115598922
9/17/15,1.48,0.423470216,0.113253625
9/18/15,1.03,0.304326559,0.133703146
9/19/15,0,0.278664155,0.120767007
9/20/15,1.13,0.252409591,0.123369785
9/21/15,0,0.463925384,0.119273443
9/22/15,0,0.466777379,0.099748837
9/23/15,0.61,0.271392729,0.094822986
9/24/15,0,0.317336061,0.088907649
9/25/15,0,0.158851278,0.08130329
9/26/15,0.1,0.172436484,0.072045859
9/27/15,0,0.218629317,0.047672109
9/28/15,0.1,0.152643381,0.041098745
9/29/15,0,0.240292016,0.040023713
9/30/15,3.7,0.990339795,0.037467175
10/1/15,0,0.796242905,0.046380294
10/2/15,0,0.507344432,0.038435764
10/3/15,1.69,0.265465207,0.036805037
10/4/15,14.72,0.840579949,0.166481408
10/5/15,2.24,1.299424909,0.269238316
10/6/15,1,1.28912704,0.128591722
10/7/15,0,1.325829362,0.079935053
10/8/15,0,1.757149229,0.062784329
10/9/15,0,1.106724211,0.09957539
10/10/15,5.83,0.961687551,0.193715771
10/11/15,0.17,1.338244027,0.214401674
10/12/15,4.95,1.113354674,0.229610099
10/13/15,12.32,1.743433852,0.627054257
10/14/15,1.45,1.581546317,1.557552959
10/15/15,11.99,2.154190753,1.632638672
10/16/15,2.22,1.385087668,2.662278762
10/17/15,0.61,0.696410349,1.090968214
10/18/15,11.06,0.745128248,2.710363173
10/19/15,2.06,0.837874577,2.811339586
10/20/15,0,1.847670345,2.183235239
10/21/15,0,1.788323505,1.298604188
10/22/15,0.45,1.040872951,0.981102784
10/23/15,3.78,1.685359096,0.980869258
10/24/15,1.68,1.486251581,0.955499625
10/25/15,0.76,0.562374887,0.887468184
10/26/15,1.98,1.478965131,0.840207861
10/27/15,0,0.644253115,0.746064848
10/28/15,0.1,0.737271474,0.652999108
10/29/15,3.38,1.070372081,0.631195564
10/30/15,1.6,1.533246684,0.809716177
10/31/15,0.56,1.088824164,0.632996292
11/1/15,7.96,1.401456857,1.029870392
11/2/15,0,2.166095558,0.786933728
11/3/15,0,1.642563042,0.559169827
11/4/15,0,1.023167295,0.459853971
11/5/15,0,0.667549371,0.433082073
11/6/15,3.65,0.866862124,0.465503247
11/7/15,0.32,0.521582372,0.413028734
11/8/15,0.1,0.617505391,0.301417014
11/9/15,13.42,1.869046397,0.730186243
11/10/15,2.75,1.461822369,1.414539055
11/11/15,0,1.533861749,0.55838565
11/12/15,1.69,0.767037515,0.462983115
11/13/15,0.84,0.949251479,0.438064741
11/14/15,1.27,0.581125148,0.399917098
11/15/15,6.31,1.085258982,0.537467721
11/16/15,4.74,2.008093746,0.641147893
11/17/15,2.56,1.350738075,0.859116026
11/18/15,0.2,1.57383375,0.55578688
11/19/15,0.57,1.355639377,0.406096566
11/20/15,0,1.112197869,0.364478118
11/21/15,4.32,1.597662094,0.312057233
11/22/15,2.2,0.788238989,0.500456313
11/23/15,12.38,1.922501791,1.813192993
11/24/15,5.21,2.218589745,2.031499322
11/25/15,3.02,1.821992717,1.571695269
11/26/15,0,1.253496903,1.166362293
11/27/15,3.01,1.62993061,0.857768758
11/28/15,0.37,1.750551267,0.7349054
11/29/15,0.74,1.156721465,0.541689831
11/30/15,2.64,0.811730529,0.523798265
12/1/15,8.03,0.749152396,1.03051081
12/2/15,0.38,0.869854127,1.113582184
12/3/15,0,2.576573335,0.624823888
12/4/15,0,0.979951483,0.490636102
12/5/15,0,0.774013025,0.449546926
12/6/15,0,0.78417821,0.373485817
12/7/15,0,0.487255428,0.322947259
12/8/15,4.04,1.075607205,0.336939192
12/9/15,0.72,0.894166505,0.354825742
12/10/15,0.1,0.429409946,0.291326598
12/11/15,0,0.586575476,0.249865417
12/12/15,0,0.543979371,0.222572685
12/13/15,1,0.748771978,0.203456377
12/14/15,0.19,0.436424209,0.205025846
12/15/15,5.08,0.740013936,0.267814323
12/16/15,1,0.634019897,0.253483268
12/17/15,0.19,1.119412951,0.221307651
12/18/15,7.69,1.355064916,0.249810408
12/19/15,1.31,0.946017376,0.446827197
12/20/15,0.1,0.745004614,0.283215791
12/21/15,0,1.015406766,0.214653129
12/22/15,0,1.18577051,0.183282362
12/23/15,0.43,0.684631209,0.155544277
12/24/15,0.46,0.501308549,0.11918136
12/25/15,2.29,0.844810152,0.088227313
12/26/15,6.42,1.077292987,0.145736497
12/27/15,0.44,1.513483482,0.231613334
12/28/15,0.74,0.878476328,0.111666238
12/29/15,0,0.716850007,0.106052319
12/30/15,1.33,0.708375986,0.102643023
12/31/15,1.38,1.20922913,0.114497194
1/1/16,0.1,1.322641759,0.09280788
1/2/16,2.54,1.033413183,0.08924087
1/3/16,0.07,1.180768932,0.087745097
1/4/16,0,0.839035003,0.070032341
1/5/16,0.32,0.690784408,0.068257705
1/6/16,0.29,0.388007676,0.068132415
1/7/16,0.29,0.386588219,0.069172374
1/8/16,28.58,1.988093104,3.815569494
1/9/16,2.83,2.185620783,1.674299421
1/10/16,1.25,1.725614546,0.431920269
1/11/16,1.1,0.990456879,0.284913847
1/12/16,3.19,1.273852266,0.299562815
1/13/16,2.21,1.244726536,0.416231239
1/14/16,2.74,1.898647995,0.593634475
1/15/16,8.67,2.814991381,0.437427013
1/16/16,0.02,2.006775386,0.672921155
1/17/16,3.17,1.454203345,0.34678426
1/18/16,4.76,1.330310929,0.609358489
1/19/16,4.09,1.402984316,0.720501964
1/20/16,3.2,1.221794807,0.789438402
1/21/16,1.79,0.650276798,0.908084649
1/22/16,0,1.176697023,0.693671725
1/23/16,0,1.900032114,0.482980397
1/24/16,0,1.426295099,0.331143372
1/25/16,0.02,0.926764589,0.269984813
1/26/16,0.1,0.629918976,0.233647868
1/27/16,0,0.461802494,0.216167042
1/28/16,0,0.33683174,0.185369046
1/29/16,2.27,0.629254272,0.171603379
1/30/16,0.64,0.389461262,0.195809915
1/31/16,0.64,0.422129198,0.198160004
2/1/16,0,0.662399594,0.174885484
2/2/16,0.1,0.447908242,0.14761753
2/3/16,4.13,0.573143766,0.214319646
2/4/16,9.11,0.992026896,0.529401464
2/5/16,0.12,2.21516272,0.544068111
2/6/16,0.68,1.049191615,0.209132131
2/7/16,1.29,0.735294462,0.188767984
2/8/16,16.95,0.873200244,1.085247754
2/9/16,19.52,0.86225692,11.12712468
2/10/16,9.88,1.132570632,5.259663828
2/11/16,16.35,1.091160397,9.775755941
2/12/16,0.07,1.228983372,2.811709436
2/13/16,0,1.52880509,1.618911894
2/14/16,0.1,1.164618011,1.124843778
2/15/16,0.75,0.760233698,0.877927092
2/16/16,4.47,1.023844558,0.93563377
2/17/16,2.99,0.93853056,1.077704075
2/18/16,0.02,1.380587801,0.922123928
2/19/16,0.72,1.150307475,0.6449541
2/20/16,0.34,0.724614243,0.568952662
2/21/16,0.1,0.852516516,0.506760783
2/22/16,1.03,0.5,0.481129528
2/23/16,4.08,0.5,0.596153801
2/24/16,3.96,0.5,0.981479803
2/25/16,1.42,0.5,0.757855101
2/26/16,2.25,0.5,0.69131557
2/27/16,0.17,0.044904907,0.670805652
2/28/16,1.63,0.5,0.534033356
2/29/16,8.95,0.5,1.529335132
3/1/16,2.51,0.5,1.788666807
3/2/16,0.92,0.5,1.12131751
3/3/16,1.69,0.5,0.966360765
3/4/16,6.6,0.5,1.406538091
3/5/16,5.64,0.5,2.159405979
3/6/16,9.43,0.5,4.40141675
3/7/16,3.06,0.5,3.776453366
3/8/16,2.85,0.5,2.527624368
3/9/16,9.48,0.5,3.437262124
3/10/16,17.89,0.5,17.05163951
3/11/16,0.18,0.5,2.453114637
3/12/16,10.28,1.76378856,4.130915728
3/13/16,8.9,1.424561807,7.641585563
3/14/16,0,1.286438406,2.246244364
3/15/16,4.22,1.280423835,1.982891083
3/16/16,13.17,1.052791824,7.097972734
3/17/16,7.08,1.012286307,5.148417811
3/18/16,7.98,1.207963083,6.558956018
3/19/16,5.73,1.072885748,5.455068678
3/20/16,3.5,0.995121868,3.716935475
3/21/16,6.75,1.103343545,3.869072372
3/22/16,0.44,1.367161932,3.229894481
3/23/16,0.47,0.564773024,2.226439683
3/24/16,0.86,0.915032253,1.936344914
3/25/16,0.7,1.540887738,1.521365799
3/26/16,1.75,0.629739579,1.228117531
3/27/16,0.22,1.248267836,0.944622272
3/28/16,2.09,1.142890451,0.844085602
3/29/16,1.58,1.653527333,0.885809648
3/30/16,8.86,1.206261381,1.728157328
3/31/16,3.78,1.572791259,1.486308956
4/1/16,15.82,1.502797195,6.872768371
4/2/16,3.92,1.620375141,2.899873762
4/3/16,13.49,1.657772689,8.501015307
4/4/16,1.03,1.531055987,1.752437642
4/5/16,6.72,1.833770671,2.60577091
4/6/16,4.17,1.612817231,1.560459785
4/7/16,7.07,1.103786703,3.224106412
4/8/16,2.91,1.262179388,2.000413779
4/9/16,8.28,1.08465008,4.130457599
4/10/16,6.95,1.911008555,3.612915994
4/11/16,0.79,1.947301098,2.438245115
4/12/16,8.52,1.52439348,3.476502163
4/13/16,2.18,1.877642613,2.60847658
4/14/16,8.35,2.712732773,3.505459023
4/15/16,4.36,1.944115578,1.595239144
4/16/16,11.28,1.812026113,3.981408278
4/17/16,12.91,0.962548507,8.155449956
4/18/16,4.21,0.918173437,3.406440746
4/19/16,5.67,0.94548661,3.611128661
4/20/16,0.07,1.42597495,2.105573008
4/21/16,0.53,1.456509841,1.53135137
4/22/16,4.89,0.982449371,1.732700863
4/23/16,1.88,1.087547761,1.44322631
4/24/16,6.84,1.916455462,1.651794759
4/25/16,6.49,2.937007213,1.629080424
4/26/16,4.58,2.068579312,2.438488967
4/27/16,1.3,2.016621174,1.780759364
4/28/16,12.73,1.936064888,6.611352887
4/29/16,0.02,1.527403867,2.471190128
4/30/16,0.22,1.22041866,2.166735227
5/1/16,0.39,1.227574448,2.350837032
5/2/16,0.02,1.413548608,2.162672998
5/3/16,0,0.667393567,1.514256071
5/4/16,0.14,0.36760233,1.303197838
5/5/16,0.18,0.276894615,1.678585869
5/6/16,0.58,0.320203547,2.839752545
5/7/16,0.54,0.399889085,3.243231517
5/8/16,0.22,0.422694267,2.999560676
5/9/16,0.77,0.383505448,4.034833375
5/10/16,4.41,1.015594892,4.897754853
5/11/16,0.17,0.884607471,4.536081444
5/12/16,1.23,0.943336582,3.206171021
5/13/16,1.65,0.615695191,3.160993594
5/14/16,7.84,0.551770153,4.177754439
5/15/16,1.09,0.975701035,4.009899224
5/16/16,11.84,0.734928822,8.538422856
5/17/16,3.76,0.854202118,6.679226459
5/18/16,0.26,1.955898213,6.599299182
5/19/16,0,1.617103058,4.566868644
5/20/16,2.35,0.661923386,3.730813452
5/21/16,0.2,1.143972209,2.799480059
5/22/16,5.82,0.9633961,3.168062728
5/23/16,0.69,1.135176589,4.09555225
5/24/16,11.75,1.00340959,4.964850779
5/25/16,7.24,0.868870817,8.9043461
5/26/16,0,2.520376389,6.124746827
5/27/16,0,1.921604303,5.084931346
5/28/16,1.92,1.116418874,3.571995587
5/29/16,1.27,0.787801909,4.445726372
5/30/16,13,2.523373371,6.996168698
5/31/16,0.66,1.872451925,6.204123854
6/1/16,1.03,1.014311011,3.408321573
6/2/16,10.1,1.392943309,5.303392812
6/3/16,11.28,1.652282577,7.606126783
6/4/16,6,1.949600844,7.967659391
6/5/16,7.79,2.231189136,8.676511191
6/6/16,2.83,1.666807204,8.706884368
6/7/16,0.31,1.683838109,7.059545434
6/8/16,4.65,0.901387867,5.682142029
6/9/16,0,1.078916939,4.037901395
6/10/16,0,1.03708109,3.439186517
6/11/16,2.3,0.906065457,2.131259838
6/12/16,25.99,0.711168573,17.02007425
6/13/16,23.9,0.691032235,28.43250141
6/14/16,0.5,2.067996713,8.651951765
6/15/16,2.17,0.606457293,5.076516735
6/16/16,3.77,0.421442403,5.033939491
6/17/16,2.98,0.617886745,5.757715581
6/18/16,6.69,0.4,7.961787962
6/19/16,11.86,0.4,10.05991775
6/20/16,14.45,0.4,20.25157154
6/21/16,4.4,0.4,11.83091219
6/22/16,7.39,0.4,9.623297344
6/23/16,22.55,0.4,25.02085737
6/24/16,4.17,0.4,11.18298056
6/25/16,3.83,0.4,8.120511683
6/26/16,0.79,0.4,6.81452618
6/27/16,0.41,0.049213158,5.662329384
6/28/16,5.56,0.4,5.122144909
6/29/16,2.12,0.4,7.247767354
6/30/16,0,0.4,5.025062811
7/1/16,0,0.4,3.694273635
7/2/16,2.82,0.133079085,2.969118886
7/3/16,0.32,0.4,3.703622182
7/4/16,0,0.4,2.735511297
7/5/16,0,0,1.785700751
7/6/16,0,0,1.272079491
7/7/16,0.6,0.1,1.279857933
7/8/16,0.33,0.038876056,1.162656301
7/9/16,1.92,0.287329252,1.18148649
7/10/16,1.74,0.376820732,1.350341703
7/11/16,0.6,0.1,1.181508535
7/12/16,1.4,0.1,1.150483583
7/13/16,0.83,0.1,1.211789074
7/14/16,1.2,0.1,1.510370935
7/15/16,0.02,0.1,1.208948743
7/16/16,0,0.1,1.117486393
7/17/16,4.46,0.26181433,1.236710606
7/18/16,0.28,0.1,2.153699569
7/19/16,2.03,0.215126003,1.31221567
7/20/16,4.44,0.1,4.32436029
7/21/16,0.14,0.1,2.408155367
7/22/16,0.22,0.1,1.499965921
7/23/16,0,0.1,1.462728733
7/24/16,0,0.1,1.41274589
7/25/16,0,0.1,1.335833305
7/26/16,0.24,0.042894435,1.085971835
7/27/16,5.01,0.354399559,1.423974479
7/28/16,1.67,0.1,3.179055782
7/29/16,6.12,0.1,1.624513501
7/30/16,6.06,0.1,2.57143764
7/31/16,2.93,0.1,2.175144178
8/1/16,0,0.1,1.503196094
8/2/16,0,0.1,1.16394081
8/3/16,0.1,0.006765164,0.916974078
8/4/16,0.02,0.015299788,0.795173707
8/5/16,0,0.02223643,0.641889692
8/6/16,0,0.018933339,0.50844236
8/7/16,1.77,0.134544783,0.52698507
8/8/16,0.92,0.195539508,0.573858746
8/9/16,0,0.310374961,0.478265337
8/10/16,1.24,0.692563751,0.377792234
8/11/16,1.65,0.475348901,0.384881263
8/12/16,1.28,0.684561752,0.427316493
8/13/16,0,1.176791575,0.316208679
8/14/16,0,0.652378333,0.261337753
8/15/16,0,0.351813416,0.224630599
8/16/16,0.53,0.213178091,0.239464679
8/17/16,0.69,0.3253187,0.245414867
8/18/16,2.51,0.35370517,0.299836053
8/19/16,0,0.423141021,0.271718952
8/20/16,0,0.734734903,0.224617091
8/21/16,1.53,0.995642729,0.181223054
8/22/16,4.44,0.408274806,0.290995761
8/23/16,0,1.128042097,0.240512246
8/24/16,0,1.50036273,0.169644164
8/25/16,0,0.828282577,0.144616088
8/26/16,0.8,0.173777295,0.16103896
8/27/16,0,0.653446119,0.159949651
8/28/16,0,0.42844227,0.133986694
8/29/16,0,0.417635242,0.133563167
8/30/16,0,0.219348714,0.135661946
